satz_0120|Das Flugzeug landet voraussichtlich um 16:20 Uhr.|Das Flugzeug landet voraussichtlich um sechzehn Uhr zwanzig.
satz_0121|Die Nachtigall singt besonders schön in der Dämmerung.|Die Nachtigall singt besonders schön in der Dämmerung.
satz_0122|Bitte geben Sie Ihre Kundennummer an.|Bitte geben Sie Ihre Kundennummer an.
satz_0123|Der Marmeladenkuchen ist nach Omas Rezept gebacken.|Der Marmeladenkuchen ist nach Omas Rezept gebacken.
satz_0124|Die Stadtmauer stammt aus dem 13. Jahrhundert.|Die Stadtmauer stammt aus dem dreizehnten Jahrhundert.
satz_0125|Meine Tochter lernt gerade Querflöte spielen.|Meine Tochter lernt gerade Querflöte spielen.
satz_0126|Die Zugvögel fliegen im Oktober nach Süden.|Die Zugvögel fliegen im Oktober nach Süden.
satz_0127|Das Schwimmbecken ist 25 m lang und 12 m breit.|Das Schwimmbecken ist fünfundzwanzig Meter lang und zwölf Meter breit.
satz_0128|Auf dem Dachboden haben wir alte Fotos gefunden.|Auf dem Dachboden haben wir alte Fotos gefunden.
satz_0129|Der Glühwein auf dem Weihnachtsmarkt schmeckt herrlich.|Der Glühwein auf dem Weihnachtsmarkt schmeckt herrlich.
satz_0130|Die Straßenlaterne vor dem Haus flackert seit Tagen.|Die Straßenlaterne vor dem Haus flackert seit Tagen.
satz_0131|Er hat sein Versprechen gehalten.|Er hat sein Versprechen gehalten.
satz_0132|Die Pflaumenbäume stehen in voller Blüte.|Die Pflaumenbäume stehen in voller Blüte.
satz_0133|Wir müssen noch Geschenkpapier und Schleifen kaufen.|Wir müssen noch Geschenkpapier und Schleifen kaufen.
satz_0134|Der Schlüsseldienst kommt in ca. 20 Minuten.|Der Schlüsseldienst kommt in circa zwanzig Minuten.
satz_0135|An Regentagen lese ich am liebsten ein gutes Buch.|An Regentagen lese ich am liebsten ein gutes Buch.
satz_0136|Die Gemüsesuppe köchelt leise auf dem Herd.|Die Gemüsesuppe köchelt leise auf dem Herd.
satz_0137|Der Briefkasten wird um 17 Uhr geleert.|Der Briefkasten wird um siebzehn Uhr geleert.
satz_0138|Das Eichenholz eignet sich besonders gut für Möbelbau.|Das Eichenholz eignet sich besonders gut für Möbelbau.
satz_0139|Sie hat die Blumen liebevoll in eine Vase gestellt.|Sie hat die Blumen liebevoll in eine Vase gestellt.
satz_0140|Die Achterbahn im Freizeitpark ist 65 m hoch.|Die Achterbahn im Freizeitpark ist fünfundsechzig Meter hoch.
satz_0141|Mein Bruder arbeitet als Tischler in einer kleinen Werkstatt.|Mein Bruder arbeitet als Tischler in einer kleinen Werkstatt.
satz_0142|Der Vollmond scheint hell durch die Wolkenlücken.|Der Vollmond scheint hell durch die Wolkenlücken.
satz_0143|Die Steuererklärung muss bis zum 31. Juli eingereicht werden.|Die Steuererklärung muss bis zum einunddreißigsten Juli eingereicht werden.
satz_0144|Im Keller lagern wir Kartoffeln und Eingemachtes.|Im Keller lagern wir Kartoffeln und Eingemachtes.
satz_0145|Der Regenbogen spannt sich über das ganze Tal.|Der Regenbogen spannt sich über das ganze Tal.
satz_0146|Ich hätte gerne ein Stück Käsekuchen zum Mitnehmen.|Ich hätte gerne ein Stück Käsekuchen zum Mitnehmen.
satz_0147|Die Wahlbeteiligung lag bei 72,4 %.|Die Wahlbeteiligung lag bei zweiundsiebzig Komma vier Prozent.
satz_0148|Am Flussufer wachsen hohe Schilfpflanzen.|Am Flussufer wachsen hohe Schilfpflanzen.
satz_0149|Der Klempner hat die verstopfte Leitung freigemacht.|Der Klempner hat die verstopfte Leitung freigemacht.
satz_0150|Wir grillen am Wochenende bei schönem Wetter.|Wir grillen am Wochenende bei schönem Wetter.
satz_0151|Die Kirchturmspitze ragt weit über die Dächer hinaus.|Die Kirchturmspitze ragt weit über die Dächer hinaus.
satz_0152|Er pflanzt jedes Jahr neue Tomatensetzlinge.|Er pflanzt jedes Jahr neue Tomatensetzlinge.
satz_0153|Die Geschwindigkeit auf Landstraßen beträgt max. 100 km/h.|Die Geschwindigkeit auf Landstraßen beträgt maximal einhundert Kilometer pro Stunde.
satz_0154|Im Küchenschrank steht noch ein Glas Honig.|Im Küchenschrank steht noch ein Glas Honig.
satz_0155|Morgen früh müssen wir den Müll rausstellen.|Morgen früh müssen wir den Müll rausstellen.
satz_0156|Die Schneeglöckchen sind die ersten Frühlingsboten.|Die Schneeglöckchen sind die ersten Frühlingsboten.
satz_0157|Das Geräusch des Regens auf dem Dach ist beruhigend.|Das Geräusch des Regens auf dem Dach ist beruhigend.
satz_0158|Die Bücherei verleiht auch Hörbücher und Zeitschriften.|Die Bücherei verleiht auch Hörbücher und Zeitschriften.
satz_0159|Der Schornsteinfeger kommt 2-mal im Jahr.|Der Schornsteinfeger kommt zweimal im Jahr.
satz_0160|In der Werkstatt riecht es nach frischem Holz.|In der Werkstatt riecht es nach frischem Holz.
satz_0161|Die Bergrettung hat 3 Wanderer aus einer Notlage befreit.|Die Bergrettung hat drei Wanderer aus einer Notlage befreit.
satz_0162|Zum Abendessen gibt es Kartoffelsuppe mit Würstchen.|Zum Abendessen gibt es Kartoffelsuppe mit Würstchen.
satz_0163|Der Storch baut sein Nest auf dem Scheunendach.|Der Storch baut sein Nest auf dem Scheunendach.
satz_0164|Bitte beachten Sie die geänderten Öffnungszeiten.|Bitte beachten Sie die geänderten Öffnungszeiten.
satz_0165|Die Seilbahn bringt uns auf den Gipfel in 10 Minuten.|Die Seilbahn bringt uns auf den Gipfel in zehn Minuten.
satz_0166|Opa repariert am Wochenende seinen alten Rasenmäher.|Opa repariert am Wochenende seinen alten Rasenmäher.
satz_0167|Die Hagebutten leuchten rot im Herbstlicht.|Die Hagebutten leuchten rot im Herbstlicht.
satz_0168|Wir sollten den Kaminofen rechtzeitig anzünden.|Wir sollten den Kaminofen rechtzeitig anzünden.
satz_0169|Das Freibad schließt Ende September für die Saison.|Das Freibad schließt Ende September für die Saison.
satz_0170|Zwischen den Mahlzeiten sollte man ausreichend trinken.|Zwischen den Mahlzeiten sollte man ausreichend trinken.
satz_0171|Die Fahrkarte für die Kurzstrecke kostet 2,80 €.|Die Fahrkarte für die Kurzstrecke kostet zwei Euro achtzig.
satz_0172|Am Waldrand stehen hohe Fichten und Tannen.|Am Waldrand stehen hohe Fichten und Tannen.
satz_0173|Die Dachrinne muss von Laub befreit werden.|Die Dachrinne muss von Laub befreit werden.
satz_0174|Seit heute Morgen liegt frischer Schnee auf den Feldern.|Seit heute Morgen liegt frischer Schnee auf den Feldern.
satz_0175|Das Orchester spielt Beethovens 9. Symphonie.|Das Orchester spielt Beethovens neunte Symphonie.
satz_0176|Der Gemüsehändler auf dem Markt hat frischen Spargel.|Der Gemüsehändler auf dem Markt hat frischen Spargel.
satz_0177|Die Wäsche trocknet bei dem schönen Wetter schnell.|Die Wäsche trocknet bei dem schönen Wetter schnell.
satz_0178|Mein Neffe hat seine Führerscheinprüfung bestanden.|Mein Neffe hat seine Führerscheinprüfung bestanden.
satz_0179|Der Leuchtturm warnt die Schiffe vor der Küste.|Der Leuchtturm warnt die Schiffe vor der Küste.
satz_0180|Das Fundbüro befindet sich im 2. Stock des Rathauses.|Das Fundbüro befindet sich im zweiten Stock des Rathauses.
satz_0181|Am Abend zirpen die Grillen in der Wiese.|Am Abend zirpen die Grillen in der Wiese.
satz_0182|Die Marktfrau verkauft selbstgemachten Ziegenkäse.|Die Marktfrau verkauft selbstgemachten Ziegenkäse.
satz_0183|Wir pflanzen im Frühjahr Sonnenblumen und Ringelblumen.|Wir pflanzen im Frühjahr Sonnenblumen und Ringelblumen.
satz_0184|Der Wasserhahn in der Küche tropft ständig.|Der Wasserhahn in der Küche tropft ständig.
satz_0185|Das Volksfest dauert von Freitag bis Sonntag.|Das Volksfest dauert von Freitag bis Sonntag.
satz_0186|Bitte wirf die Glasflaschen in den Altglascontainer.|Bitte wirf die Glasflaschen in den Altglascontainer.
satz_0187|Die Spieluhr spielt eine wunderschöne Melodie.|Die Spieluhr spielt eine wunderschöne Melodie.
satz_0188|Im Schrebergarten wachsen Johannisbeeren und Stachelbeeren.|Im Schrebergarten wachsen Johannisbeeren und Stachelbeeren.
satz_0189|Der Schäferhund bewacht treu den Bauernhof.|Der Schäferhund bewacht treu den Bauernhof.
satz_0190|Nächste Woche beginnen die Sommerferien.|Nächste Woche beginnen die Sommerferien.
satz_0191|Die Mauersegler kehren im April aus Afrika zurück.|Die Mauersegler kehren im April aus Afrika zurück.
satz_0192|Das Geburtstagskind darf sich etwas wünschen.|Das Geburtstagskind darf sich etwas wünschen.
satz_0193|Der Wanderweg führt durch eine enge Schlucht.|Der Wanderweg führt durch eine enge Schlucht.
satz_0194|Heute Abend zeigt das Kino einen Dokumentarfilm.|Heute Abend zeigt das Kino einen Dokumentarfilm.
satz_0195|Die Erdbeermarmelade ist selbst eingekocht.|Die Erdbeermarmelade ist selbst eingekocht.
satz_0196|Am Badesee herrscht im Sommer oft großer Andrang.|Am Badesee herrscht im Sommer oft großer Andrang.
satz_0197|Der Postbote bringt ein Päckchen von der Tante.|Der Postbote bringt ein Päckchen von der Tante.
satz_0198|Die Fensterscheibe hat einen kleinen Sprung bekommen.|Die Fensterscheibe hat einen kleinen Sprung bekommen.
satz_0199|Im Gewächshaus gedeihen Paprika und Gurken besonders gut.|Im Gewächshaus gedeihen Paprika und Gurken besonders gut.
satz_0200|Zur Mittagszeit ist die Kantine immer gut besucht.|Zur Mittagszeit ist die Kantine immer gut besucht.
satz_0201|Der Schlossgarten ist für Besucher täglich geöffnet.|Der Schlossgarten ist für Besucher täglich geöffnet.
satz_0202|Gestern hat es den ganzen Tag ununterbrochen geregnet.|Gestern hat es den ganzen Tag ununterbrochen geregnet.
satz_0203|Die Feuerwehrübung findet am 1. Samstag im Monat statt.|Die Feuerwehrübung findet am ersten Samstag im Monat statt.
satz_0204|Der Maulwurf hat wieder neue Hügel im Rasen aufgeworfen.|Der Maulwurf hat wieder neue Hügel im Rasen aufgeworfen.
satz_0205|Oma strickt für den Winter warme Wollsocken.|Oma strickt für den Winter warme Wollsocken.
satz_0206|Die Kläranlage verarbeitet täglich ca. 10.000 m³ Abwasser.|Die Kläranlage verarbeitet täglich circa zehntausend Kubikmeter Abwasser.
satz_0207|Im Streichelzoo dürfen die Kinder Ziegen und Kaninchen füttern.|Im Streichelzoo dürfen die Kinder Ziegen und Kaninchen füttern.
satz_0208|Der Frosch quakt laut am Teichrand.|Der Frosch quakt laut am Teichrand.
satz_0209|Die Buchhandlung veranstaltet morgen eine Lesung.|Die Buchhandlung veranstaltet morgen eine Lesung.
satz_0210|Im Winter frieren die Pfützen auf den Gehwegen zu.|Im Winter frieren die Pfützen auf den Gehwegen zu.
satz_0211|Der Uhrmacher hat die alte Taschenuhr repariert.|Der Uhrmacher hat die alte Taschenuhr repariert.
satz_0212|Wir bestellen 2 Tassen Kaffee und ein Stück Kuchen.|Wir bestellen zwei Tassen Kaffee und ein Stück Kuchen.
satz_0213|Die Ernte wird mit dem Mähdrescher eingeholt.|Die Ernte wird mit dem Mähdrescher eingeholt.
satz_0214|Der Spatzengesang weckt mich jeden Morgen um 5 Uhr.|Der Spatzengesang weckt mich jeden Morgen um fünf Uhr.
satz_0215|Die Dorfkirche hat einen schiefen Glockenturm.|Die Dorfkirche hat einen schiefen Glockenturm.
satz_0216|Bitte unterschreiben Sie auf der gepunkteten Linie.|Bitte unterschreiben Sie auf der gepunkteten Linie.
satz_0217|Der Kräutergarten enthält Basilikum, Thymian und Rosmarin.|Der Kräutergarten enthält Basilikum, Thymian und Rosmarin.
satz_0218|Die Zugbrücke über den Burggraben ist sehr alt.|Die Zugbrücke über den Burggraben ist sehr alt.
satz_0219|Unser Wellensittich pfeift fröhlich vor sich hin.|Unser Wellensittich pfeift fröhlich vor sich hin.
satz_0220|Die Zimtschnecken duften verführerisch aus der Küche.|Die Zimtschnecken duften verführerisch aus der Küche.
satz_0221|Das Schulgebäude wurde vor 5 Jahren saniert.|Das Schulgebäude wurde vor fünf Jahren saniert.
satz_0222|Im Schaufenster des Juweliers glitzern die Ringe.|Im Schaufenster des Juweliers glitzern die Ringe.
satz_0223|Die Forellenteiche liegen versteckt im Wald.|Die Forellenteiche liegen versteckt im Wald.
satz_0224|Der Wetterhahn auf dem Kirchturm dreht sich im Wind.|Der Wetterhahn auf dem Kirchturm dreht sich im Wind.
satz_0225|Bitte schalten Sie Ihre Mobiltelefone auf lautlos.|Bitte schalten Sie Ihre Mobiltelefone auf lautlos.
satz_0226|Die Holzbrücke knarrt bei jedem Schritt.|Die Holzbrücke knarrt bei jedem Schritt.
satz_0227|Am Dreikönigstag, dem 6. Januar, endet die Weihnachtszeit.|Am Dreikönigstag, dem sechsten Januar, endet die Weihnachtszeit.
satz_0228|Der Schäfer treibt seine Herde auf die Sommerweide.|Der Schäfer treibt seine Herde auf die Sommerweide.
satz_0229|Die Quelle sprudelt frisch aus dem Felsen hervor.|Die Quelle sprudelt frisch aus dem Felsen hervor.
satz_0230|Im Sperrmüll haben wir einen alten Schaukelstuhl entdeckt.|Im Sperrmüll haben wir einen alten Schaukelstuhl entdeckt.
satz_0231|Der Kastanienbaum verliert im Herbst seine stacheligen Früchte.|Der Kastanienbaum verliert im Herbst seine stacheligen Früchte.
satz_0232|Das Freilichtmuseum zeigt historische Bauernhäuser.|Das Freilichtmuseum zeigt historische Bauernhäuser.
satz_0233|Wir fahren mit der Seilbahn auf 1.800 m Höhe.|Wir fahren mit der Seilbahn auf eintausendachthundert Meter Höhe.
satz_0234|Die Kindergärtnerin liest den Kindern eine Geschichte vor.|Die Kindergärtnerin liest den Kindern eine Geschichte vor.
satz_0235|Der Duft von frisch gebrühtem Kaffee erfüllt das Zimmer.|Der Duft von frisch gebrühtem Kaffee erfüllt das Zimmer.
satz_0236|Am Ufer des Bodensees stehen zahlreiche Obstplantagen.|Am Ufer des Bodensees stehen zahlreiche Obstplantagen.
satz_0237|Die Rollläden quietschen beim Herunterlassen.|Die Rollläden quietschen beim Herunterlassen.
satz_0238|Nächsten Frühling pflanzen wir einen Kirschbaum.|Nächsten Frühling pflanzen wir einen Kirschbaum.
satz_0239|Das Thermalbad hat ganzjährig eine Wassertemperatur von 36 °C.|Das Thermalbad hat ganzjährig eine Wassertemperatur von sechsunddreißig Grad Celsius.
